txtAuthor,txtAuthor,txtAuthor,blnIsThreatening,Score_MaxIP,Score_MeanIP,Score_CountIP,delta_meanIP,Score_MaxEMail,Score_SumEMail,Score_MeanEMail,Score_CountEMail,CutoffEMail,delta_maxEMail,delta_meanEMail,Score_MaxURL,Score_SumURL,Score_MeanURL,Score_CountURL,CutoffURL,delta_maxURL,delta_meanURL,Score_SumCryptoCurrency,Score_CountCryptoCurrency,CutoffCryptoCurrency,delta_maxCryptoCurrency,delta_meanCryptoCurrency,Score_MaxAskForShareTutorial,Score_SumAskForShareTutorial,Score_MeanAskForShareTutorial,Score_CountAskForShareTutorial,CutoffAskForShareTutorial,delta_maxAskForShareTutorial,delta_meanAskForShareTutorial,Score_MaxAskAboutFindingVul,Score_SumAskAboutFindingVul,Score_MeanAskAboutFindingVul,Score_CountAskAboutFindingVul,CutoffAskAboutFindingVul,delta_maxAskAboutFindingVul,delta_meanAskAboutFindingVul,Score_MaxSharingTutorials,Score_SumSharingTutorials,Score_MeanSharingTutorials,Score_CountSharingTutorials,CutoffSharingTutorials,delta_maxSharingTutorials,delta_meanSharingTutorials,Score_MaxAttachment,Score_SumAttachment,Score_MeanAttachment,Score_CountAttachment,CutoffAttachment,delta_maxAttachment,delta_meanAttachment,Score_MaxHackingTools,Score_SumHackingTools,Score_MeanHackingTools,Score_CountHackingTools,CutoffHackingTools,delta_maxHackingTools,delta_meanHackingTools,Score_MaxHTML,Score_SumHTML,Score_MeanHTML,Score_CountHTML,CutoffHTML,delta_maxHTML,delta_meanHTML,Score_MaxLoopsIfElse,Score_SumLoopsIfElse,Score_MeanLoopsIfElse,Score_CountLoopsIfElse,CutoffLoopsIfElse,delta_maxLoopsIfElse,delta_meanLoopsIfElse,Score_MaxHackingGroup,Score_SumHackingGroup,Score_MeanHackingGroup,Score_CountHackingGroup,CutoffHackingGroup,delta_maxHackingGroup,delta_meanHackingGroup,Score_MaxBragging,Score_SumBragging,Score_CountBragging,CutoffBragging,delta_maxBragging,delta_meanBragging,Score_MaxPraising,Score_SumPraising,Score_MeanPraising,Score_CountPraising,CutoffPraising,delta_maxPraising,delta_meanPraising,Score_MaxSelling,Score_SumSelling,Score_MeanSelling,Score_CountSelling,CutoffSelling,delta_maxSelling,delta_meanSelling,Score_MaxRecruitment,Score_SumRecruitment,Score_MeanRecruitment,Score_CountRecruitment,CutoffRecruitment,delta_maxRecruitment,delta_meanRecruitment,Score_MaxMalware,Score_SumMalware,Score_MeanMalware,Score_CountMalware,CutoffMalware,delta_maxMalware,delta_meanMalware,weighted_score
0001daGod,0001daGod,0001daGod,1,0.0,0.0,0.0068675488696089216,0.0,0.0,0.0,0.0,0.005039052891809509,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.021052863099448628,0.01847225644043845,0.0047634566760142456,0.02348497844971215,0.0,0.0,0.0,0.008791601011169912,0.0,0.0,0.0,0.0,0.0,0.0,0.003978093867503479,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.004134623324621162,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.0016689492760907955,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.0059686346371951955,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.004765952119009789,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.001900119041367014,0.0,0.0,0.0,0.0,0.0,0.0,0.00143034134761314,0.0,9.975020369983854,9.724499242209575,0.0,0.0,0.0,0.006399546144217598,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.00901231342521471,0.0,0.0,0.34492008882626274,0.0,0.0,0.0,0.009418999976995163,0.0,6.700427262994702,17.818460002229482,0.0,0.0,0.0,0.003941281559558052,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.006427318680576573,0.0,1.7440251432204021,3.565500231150016,0.0,0.0,0.0,0.0038591674356770987,0.0,13.83695847121499,3.9621864169394203,178.9087131938731
005sunnysingh12,005sunnysingh12,005sunnysingh12,1,0.0,0.0,0.0068675488696089216,0.0,0.0,0.0,0.0,0.005039052891809509,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.021052863099448628,0.01847225644043845,0.0047634566760142456,0.02348497844971215,0.0,0.0,0.0,0.008791601011169912,0.0,0.0,0.0,0.0,0.0,0.0,0.003978093867503479,0.0,6.348715963222499,4.76356363152593,0.017072910181418047,0.015433490258535881,0.017090732164037337,0.004134623324621162,0.015572178411915756,0.0,0.0,0.0,0.0,0.0,0.0016689492760907955,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.0059686346371951955,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.004765952119009789,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.001900119041367014,0.0,0.0,0.0,0.0168817013810949,0.017655938399818494,0.02799785500145109,0.00143034134761314,0.017423701691631523,0.0,0.0,0.0,0.0,0.0,0.006399546144217598,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.00901231342521471,0.0,0.0,0.34492008882626274,0.0,0.0,0.0,0.009418999976995163,0.0,6.700427262994702,17.818460002229482,0.0,0.0,0.0,0.003941281559558052,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.006427318680576573,0.0,1.7440251432204021,3.565500231150016,0.11837552584969813,0.08718298089105328,0.1533033528314879,0.0038591674356770987,0.19000908483082574,0.0,0.0,128.29113000826564
0404x,0404x,0404x,0,0.0,0.0,0.03433774434804461,0.0,0.0,0.0,0.0,0.025195264459047545,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.042105726198897256,0.00738890257617538,0.023817283380071226,0.032404476906046246,-0.420971592999595,-1.1835419898085857,0.0,0.043958005055849556,0.0,0.0,0.0,0.0,0.0,0.0,0.019890469337517397,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.02067311662310581,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.008344746380453977,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.02984317318597598,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.023829760595048946,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.00950059520683507,0.0,0.0,0.0,0.0,0.0,0.0,0.0071517067380656996,0.0,9.975020369983854,9.724499242209575,0.0,0.0,0.0,0.03199773072108799,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.04506156712607355,0.0,0.0,0.34492008882626274,0.011596628281409916,0.026399344819977175,0.008465703664766254,0.04709499988497581,0.024634600736354883,-0.18464740996020435,-1.266555400158474,0.0,0.0,0.0,0.01970640779779026,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.032136593402882864,0.0,1.7440251432204021,3.565500231150016,0.0,0.0,0.0,0.019295837178385494,0.0,13.83695847121499,3.9621864169394203,151.77756282205303
0M346,0M346,0M346,1,0.0,0.0,0.027470195478435686,0.0,1.9059174869376194,9.991465986551482,3.7416367133783788,0.020156211567238035,4.28396884096146,-0.0024219554623436798,-0.0006985406158089645,0.0,0.0,0.0,0.019053826704056982,0.0,15.276085049276986,16.6505907311474,0.0,0.03516640404467965,0.0,0.0,0.0,0.0,0.0,0.0,0.015912375470013916,0.0,6.348715963222499,4.76356363152593,0.017072910181418047,0.015433490258535881,0.004272683041009334,0.016538493298484648,0.017378946703318358,-0.0365921354324572,-0.7999217769267846,0.0,0.0,0.0,0.006675797104363182,0.0,5.911225632643327,10.504447172186177,0.00974999925421819,0.028921462155028964,0.004843863622663807,0.023874538548780782,0.02721208205709489,-0.4432133335127505,-0.2543159062873474,0.0,0.0,0.0,0.019063808476039158,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.007600476165468056,0.0,0.0,0.0,0.0506451041432847,0.12359156879872946,0.04899624625253941,0.00572136539045256,0.059385418442370184,-0.11962036439680337,-0.4735704585920879,0.363054096966542,0.8214953616933093,0.3542200924787047,0.02559818457687039,0.4854918648168838,-0.10596131605806758,-0.2977724204009767,0.0,0.0,0.03604925370085884,0.0,0.0,0.34492008882626274,0.11596628281409915,0.4883878791695777,0.19576939724771963,0.03767599990798065,0.21153318948248387,-0.10463129659931666,-0.39114997782671923,0.049677775152902524,0.1160475342191946,0.061489923856462535,0.01576512623823221,0.11475617769499133,-0.04455511427672114,-0.6336924589769097,0.0,0.0,0.0,0.025709274722306292,0.0,1.7440251432204021,3.565500231150016,1.5388818360460756,4.110054813435369,1.8067895155139646,0.015436669742708395,2.520174107780554,-0.027563110468186016,-0.044182939624329474,100.29088147680913
0QUE,0QUE,0QUE,1,0.0,0.0,0.013735097739217843,0.0,0.0,0.0,0.0,0.010078105783619017,0.0,12.734386878322823,1.057336477565387,0.024723903501608895,0.06315858929834589,0.027708384660657673,0.009526913352028491,0.05871244612428037,-0.30582752851405376,-0.6666903195654615,0.0,0.017583202022339824,0.0,0.0,0.0,0.0,0.0,0.0,0.007956187735006958,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.008269246649242324,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.003337898552181591,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.011937269274390391,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.009531904238019579,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.003800238082734028,0.0,0.0,0.0,0.0,0.0,0.0,0.00286068269522628,0.0,9.975020369983854,9.724499242209575,0.025932435497610144,0.025671730052915915,0.022138755779919042,0.012799092288435196,0.047033713907072214,-0.3686524701686213,-0.41076944481963823,0.0,0.0,0.01802462685042942,0.0,0.0,0.34492008882626274,0.0,0.0,0.0,0.018837999953990325,0.0,6.700427262994702,17.818460002229482,0.0,0.0,0.0,0.007882563119116105,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.012854637361153146,0.0,1.7440251432204021,3.565500231150016,0.01691078940709973,0.012454711555864754,0.010950239487963422,0.0077183348713541974,0.04071623246374837,-0.4616474733189145,-0.2644233918091603,141.81597268989745
0bpg97mzdy,0bpg97mzdy,0bpg97mzdy,1,0.0,0.0,0.013735097739217843,0.0,0.22161831243460692,0.5485968473924295,0.41088066712332666,0.010078105783619017,0.5270087446331754,-0.07214877850981699,-0.011981029955996179,0.0,0.0,0.0,0.009526913352028491,0.0,15.276085049276986,16.6505907311474,0.0,0.017583202022339824,0.0,0.0,0.0,0.0,0.0,0.0,0.007956187735006958,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.008269246649242324,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.003337898552181591,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.011937269274390391,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.009531904238019579,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.003800238082734028,0.0,0.0,0.0,0.00844085069054745,0.008827969199909247,0.006999463750362773,0.00286068269522628,0.013067776268723642,-0.33280022916072255,-0.6489813458239363,0.07779730649283043,0.12835865026457957,0.11069377889959521,0.012799092288435196,0.10974533244983517,-0.15805711967325528,-0.1760264442552432,0.0,0.0,0.01802462685042942,0.0,0.0,0.34492008882626274,0.02319325656281983,0.03959901722996576,0.03174638874287345,0.018837999953990325,0.04463450135979583,-0.13414268794784187,-0.7134518519411204,0.0,0.0,0.0,0.007882563119116105,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.012854637361153146,0.0,1.7440251432204021,3.565500231150016,0.3382157881419946,0.43591490445526637,0.38325838207871976,0.0077183348713541974,0.6107434869562256,-0.15388249110630484,-0.08812791009448841,119.42415847013358
0xygen69,0xygen69,0xygen69,1,0.0,0.0,0.0068675488696089216,0.0,0.0,0.0,0.0,0.005039052891809509,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.021052863099448628,0.01847225644043845,0.0047634566760142456,0.02348497844971215,0.0,0.0,0.0,0.008791601011169912,0.0,0.0,0.0,0.0,0.0,0.0,0.003978093867503479,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.004134623324621162,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.0016689492760907955,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.0059686346371951955,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.004765952119009789,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.001900119041367014,0.0,0.0,0.0,0.0,0.0,0.0,0.00143034134761314,0.0,9.975020369983854,9.724499242209575,0.0,0.0,0.0,0.006399546144217598,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.00901231342521471,0.0,0.0,0.34492008882626274,0.011596628281409916,0.013199672409988587,0.021164259161915635,0.009418999976995163,0.017853800543918334,0.0,0.0,0.0,0.0,0.0,0.003941281559558052,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.006427318680576573,0.0,1.7440251432204021,3.565500231150016,0.01691078940709973,0.012454711555864754,0.021900478975926844,0.0038591674356770987,0.02714415497583225,0.0,0.0,136.7329055358065
0xz,0xz,0xz,0,0.0,0.0,0.0068675488696089216,0.0,0.0,0.0,0.0,0.005039052891809509,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.021052863099448628,0.01847225644043845,0.0047634566760142456,0.02348497844971215,0.0,0.0,0.0,0.008791601011169912,0.0,0.0,0.0,0.0,0.0,0.0,0.003978093867503479,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.004134623324621162,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.0016689492760907955,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.0059686346371951955,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.004765952119009789,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.001900119041367014,0.0,0.0,0.0,0.00844085069054745,0.008827969199909247,0.013998927500725546,0.00143034134761314,0.008711850845815761,0.0,0.0,0.0,0.0,0.0,0.006399546144217598,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.00901231342521471,0.0,0.0,0.34492008882626274,0.02319325656281983,0.026399344819977175,0.04232851832383127,0.009418999976995163,0.03570760108783667,0.0,0.0,0.0,0.0,0.0,0.003941281559558052,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.006427318680576573,0.0,1.7440251432204021,3.565500231150016,0.0,0.0,0.0,0.0038591674356770987,0.0,13.83695847121499,3.9621864169394203,134.85791463548696
11kilobatata,11kilobatata,11kilobatata,1,0.0,0.0,0.0068675488696089216,0.0,0.0,0.0,0.0,0.005039052891809509,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.021052863099448628,0.01847225644043845,0.0047634566760142456,0.02348497844971215,0.0,0.0,0.0,0.008791601011169912,0.0,0.0,0.0,0.0,0.0,0.0,0.003978093867503479,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.004134623324621162,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.0016689492760907955,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.0059686346371951955,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.004765952119009789,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.001900119041367014,0.0,0.0,0.0,0.0,0.0,0.0,0.00143034134761314,0.0,9.975020369983854,9.724499242209575,0.0,0.0,0.0,0.006399546144217598,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.00901231342521471,0.0,0.0,0.34492008882626274,0.0,0.0,0.0,0.009418999976995163,0.0,6.700427262994702,17.818460002229482,0.0,0.0,0.0,0.003941281559558052,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.006427318680576573,0.0,1.7440251432204021,3.565500231150016,0.0,0.0,0.0,0.0038591674356770987,0.0,13.83695847121499,3.9621864169394203,178.9087131938731
123cccacat123,123cccacat123,123cccacat123,1,0.0,0.0,0.020602646608826766,0.0,0.0,0.0,0.0,0.015117158675428526,0.0,12.734386878322823,1.057336477565387,0.012361951750804448,0.06315858929834589,0.01847225644043845,0.014290370028042737,0.02348497844971215,0.0,0.0,0.0,0.026374803033509735,0.0,0.0,0.0,0.0,0.0,0.0,0.011934281602510437,0.0,6.348715963222499,4.76356363152593,0.0,0.0,0.0,0.012403869973863486,0.0,3.5149560862523788,10.29796205090023,0.0,0.0,0.0,0.0050068478282723865,0.0,5.911225632643327,10.504447172186177,0.0,0.0,0.0,0.017905903911585586,0.0,11.615165796936983,4.740839529409592,0.0,0.0,0.0,0.014297856357029369,0.0,0.0,4.923920286822862,0.0,0.0,0.0,0.005700357124101042,0.0,0.0,0.0,0.0,0.0,0.0,0.00429102404283942,0.0,9.975020369983854,9.724499242209575,0.0,0.0,0.0,0.019198638432652793,0.0,11.049619492902872,6.155072377003428,0.0,0.0,0.027036940275644128,0.0,0.0,0.34492008882626274,0.0,0.0,0.0,0.028256999930985488,0.0,6.700427262994702,17.818460002229482,0.0,0.0,0.0,0.011823844678674157,0.0,4.58871743942726,12.867048099957984,0.0,0.0,0.0,0.01928195604172972,0.0,1.7440251432204021,3.565500231150016,0.03382157881419946,0.037364134667594265,0.021900478975926844,0.011577502307031296,0.07147037443963458,-0.33297345510311144,-0.2459807823609438,160.9140103619194
